DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
100309011,03/16/2010 12:00:00 AM,03/02/2010 12:00:00 AM,1800,3,Southwest,363,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54,F,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,3700    DON FELIPE                   DR,,34.0059,-118.3393
100309014,03/15/2010 12:00:00 AM,03/15/2010 12:00:00 AM,2130,3,Southwest,376,2,946,OTHER MISCELLANEOUS CRIME,1212 1402,33,M,W,102.0,SIDEWALK,,,AA,Adult Arrest,946.0,998.0,,,WESTERN                      AV,38TH                         PL,34.0165,-118.3089
100309015,03/15/2010 12:00:00 AM,03/15/2010 12:00:00 AM,2130,3,Southwest,376,2,946,OTHER MISCELLANEOUS CRIME,1212,34,M,W,102.0,SIDEWALK,,,AA,Adult Arrest,946.0,,,,WESTERN                      AV,38TH                         PL,34.0165,-118.3089
100309020,03/16/2010 12:00:00 AM,03/14/2010 12:00:00 AM,1730,3,Southwest,398,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,59,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,,,,700 W  43RD                         ST,,34.0054,-118.2857
100309021,03/16/2010 12:00:00 AM,02/09/2010 12:00:00 AM,800,3,Southwest,359,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923 1822,54,F,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,,,,3700 S  FLOWER                       ST,,34.0178,-118.2811
100309024,03/16/2010 12:00:00 AM,01/01/2010 12:00:00 AM,1200,3,Southwest,391,2,649,DOCUMENT FORGERY / STOLEN FELONY,0377,78,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649.0,,,,4600    DON LORENZO                  DR,,34.0014,-118.3554
100309025,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1055,3,Southwest,334,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0421 1100 1402 1414 1407,44,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,W  30TH                         ST,CRENSHAW,34.0276,-118.3351
100309027,03/16/2010 12:00:00 AM,03/12/2010 12:00:00 AM,900,3,Southwest,393,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 2000,25,M,B,501.0,SINGLE FAMILY DWELLING,308.0,STICK,IC,Invest Cont,624.0,,,,3200 W  43RD                         PL,,34.0044,-118.3283
100309028,03/16/2010 12:00:00 AM,02/13/2010 12:00:00 AM,1200,3,Southwest,392,2,354,THEFT OF IDENTITY,0377,85,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5100    6TH                          AV,,33.9964,-118.3236
100309031,03/16/2010 12:00:00 AM,03/15/2010 12:00:00 AM,1900,3,Southwest,395,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1700 W  VERNON                       AV,,34.0037,-118.3089
100309032,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1317,3,Southwest,395,1,310,BURGLARY,0344 1607,40,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,2000 W  42ND                         PL,,34.0064,-118.3155
100309035,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1250,3,Southwest,394,1,210,ROBBERY,0344 1402,58,M,B,235.0,PHARMACY INSIDE STORE OR SUPERMARKET*,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210.0,998.0,,,2700 W  MARTIN LUTHER KING JR        BL,,34.0108,-118.3222
100309036,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,2135,3,Southwest,351,2,753,DISCHARGE FIREARMS/SHOTS FIRED,0906 1100 1407 1402,0,M,W,108.0,PARKING LOT,106.0,UNKNOWN FIREARM,IC,Invest Cont,753.0,998.0,,,5000    RODEO                        RD,,34.0215,-118.3524
100309037,03/16/2010 12:00:00 AM,03/13/2010 12:00:00 AM,1215,3,Southwest,357,1,350,"THEFT, PERSON",0346,17,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,36TH                         ST,VERMONT                      AV,34.0231,-118.2915
100309038,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1600,3,Southwest,379,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,42,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,1100 W  39TH                         PL,,34.0141,-118.2948
100309039,03/16/2010 12:00:00 AM,03/11/2010 12:00:00 AM,1200,3,Southwest,356,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,22,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,1600 W  JEFFERSON                    BL,,34.0255,-118.3027
100309041,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1930,3,Southwest,361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,24,F,J,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,4000    URSULA                       AV,,34.0149,-118.3524
100309042,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1200,3,Southwest,356,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0429,40,M,B,720.0,JUNIOR HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,3700 S  HARVARD                      BL,,34.02,-118.3062
100309049,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,100,3,Southwest,395,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,56,M,B,501.0,SINGLE FAMILY DWELLING,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,626.0,,,,4200 S  HOBART                       BL,,34.0073,-118.3078
100309053,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1630,3,Southwest,357,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0334 0906,23,M,B,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,230.0,,,,3500 S  RAYMOND                      AV,,34.0246,-118.2981
100309054,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1205,3,Southwest,376,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,34,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1400 W  39TH                         ST,,34.0155,-118.3034
100309055,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1810,3,Southwest,337,1,761,BRANDISH WEAPON,0334,52,M,B,101.0,STREET,304.0,CLUB/BAT,AO,Adult Other,761.0,,,,29TH,DALTON,34.0291,-118.3041
100309056,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,815,3,Southwest,357,1,320,"BURGLARY, ATTEMPTED",0344,50,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,3400 S  CATALINA                     ST,,34.0255,-118.2937
100309057,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,800,3,Southwest,334,1,310,BURGLARY,0344,53,M,H,410.0,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",,,IC,Invest Cont,310.0,,,,2800 S  BRONSON                      AV,,34.0312,-118.3338
100309058,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1920,3,Southwest,336,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,46,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,2000 W  31ST                         ST,,34.0265,-118.3089
100309059,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1920,3,Southwest,336,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,69,M,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,2000 W  31ST                         ST,,34.0265,-118.3089
100309060,03/16/2010 12:00:00 AM,02/12/2010 12:00:00 AM,2025,3,Southwest,363,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,40,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,4100    BUCKINGHAM                   RD,,34.0121,-118.3423
100309061,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,30,3,Southwest,315,2,901,VIOLATION OF RESTRAINING ORDER,1501,68,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,,,,2200 W  25TH                         ST,,34.0339,-118.3151
100309062,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,40,3,Southwest,312,1,210,ROBBERY,0344,23,F,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210.0,,,,2600 S  MANSFIELD                    AV,,34.0325,-118.3524
100309063,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,2030,3,Southwest,397,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,24,F,B,108.0,PARKING LOT,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,1000 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.2915
100309068,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,315,3,Southwest,379,1,310,BURGLARY,0344 1402 1601,53,M,W,301.0,GAS STATION,,,IC,Invest Cont,310.0,998.0,,,3700 S  VERMONT                      AV,,34.0175,-118.2915
100309070,03/13/2010 12:00:00 AM,03/11/2010 12:00:00 AM,2300,3,Southwest,356,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,59,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1400 W  35TH                         ST,,34.0246,-118.3002
100309073,03/13/2010 12:00:00 AM,03/12/2010 12:00:00 AM,2200,3,Southwest,362,1,330,BURGLARY FROM VEHICLE,0344,24,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,RODEO                        RD,MARTIN LUTHER KING JR        BL,34.0213,-118.3515
100309074,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,2100,3,Southwest,396,1,320,"BURGLARY, ATTEMPTED",1814 2000,39,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,320.0,,,,800 W  MARTIN LUTHER KING JR        BL,,34.0111,-118.2872
100309079,03/17/2010 12:00:00 AM,03/12/2010 12:00:00 AM,1500,3,Southwest,363,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,29,M,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,4200    SANTA ROSALIA                DR,,34.0128,-118.3447
100309080,03/17/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1900,3,Southwest,337,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,30TH                         ST,HOBART                       BL,34.0273,-118.3078
100309082,03/16/2010 12:00:00 AM,02/26/2010 12:00:00 AM,1200,3,Southwest,393,2,354,THEFT OF IDENTITY,1822,47,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3400 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.3314
100309084,03/17/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1200,3,Southwest,393,1,251,SHOTS FIRED AT INHABITED DWELLING,0329 1100 1402 1407,45,M,W,203.0,OTHER BUSINESS,106.0,UNKNOWN FIREARM,IC,Invest Cont,251.0,998.0,,,4300    CRENSHAW                     BL,,34.0054,-118.3338
100309150,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1410,3,Southwest,395,1,310,BURGLARY,1602,55,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,4100 S  HARVARD                      BL,,34.0093,-118.3067
100309086,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1000,3,Southwest,355,2,624,BATTERY - SIMPLE ASSAULT,0400 0419 2000,25,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3700 S  SAINT ANDREWS                PL,,34.0211,-118.3119
100309087,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1030,3,Southwest,363,2,649,DOCUMENT FORGERY / STOLEN FELONY,0377,66,F,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,,,,3600 W  MARTIN LUTHER KING JR        BL,,34.011,-118.3351
100309088,03/16/2010 12:00:00 AM,03/15/2010 12:00:00 AM,1800,3,Southwest,319,1,330,BURGLARY FROM VEHICLE,0329 0344 1300,19,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,600 W  23RD                         ST,,34.0311,-118.2749
100309089,03/17/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1500,3,Southwest,392,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,27,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,4400    10TH                         AV,,34.0037,-118.3281
100309090,03/16/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1900,3,Southwest,363,1,330,BURGLARY FROM VEHICLE,0344 1300,20,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,4100 W  MARTIN LUTHER KING JR        BL,,34.0155,-118.3428
100309095,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,1415,3,Southwest,315,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,28,F,H,710.0,OTHER PREMISE,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,2000 W  24TH                         ST,,34.0347,-118.309
100309097,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,1200,3,Southwest,363,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0400 0416,5,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,237.0,,,,KING                         BL,CRENSHAW,34.0126,-118.3403
100309098,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,1200,3,Southwest,363,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0400 0416 0553,15,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,237.0,,,,KING                         BL,CRENSHAW,34.0126,-118.3403
100309104,03/17/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1500,3,Southwest,357,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200 W  36TH                         ST,,34.023,-118.2944
100309105,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,1355,3,Southwest,363,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0344,48,F,B,101.0,STREET,,,IC,Invest Cont,440.0,,,,3600 W  MARTIN LUTHER KING JR        BL,,34.011,-118.3351
100309111,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,2100,3,Southwest,361,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,STEVELY,COLISEUM,34.0183,-118.3536
100309114,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,1810,3,Southwest,363,2,900,VIOLATION OF COURT ORDER,1501,21,M,B,101.0,STREET,,,IC,Invest Cont,900.0,,,,4100    PALMYRA                      RD,,34.0149,-118.3436
100309116,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,1215,3,Southwest,326,1,210,ROBBERY,0344 0906 1206,54,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,W  ADAMS                        BL,S  NORMANDIE                    AV,34.0327,-118.3002
100309119,03/17/2010 12:00:00 AM,02/17/2010 12:00:00 AM,1200,3,Southwest,333,2,354,THEFT OF IDENTITY,0100 1822,37,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3600    WELLINGTON                   RD,,34.024,-118.3384
100309127,03/18/2010 12:00:00 AM,03/17/2010 12:00:00 AM,1800,3,Southwest,338,2,624,BATTERY - SIMPLE ASSAULT,0416 0603,20,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3100    WALTON                       AV,,34.0263,-118.2948
100309129,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,2330,3,Southwest,361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,26,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,4800    COLISEUM                     ST,,34.0183,-118.3504
100309130,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,600,3,Southwest,391,1,330,BURGLARY FROM VEHICLE,0344,38,M,H,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,330.0,,,,4000 S  LA BREA                      AV,,34.0129,-118.3555
100309131,03/17/2010 12:00:00 AM,03/16/2010 12:00:00 AM,1740,3,Southwest,396,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444,0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,800 W  41ST                         ST,,34.0092,-118.2872
