Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2019-907442,8331973133,06/15/2019 02:30:00 PM,06/15/2019 03:00:00 PM,06/17/2019 02:30:02 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,DOWNTOWN COMMERCIAL,STEWART ST / 2ND AVE,-122.340452133,47.61096395
2019-907440,8331946122,06/12/2019 08:41:00 AM,06/12/2019 08:42:00 AM,06/17/2019 02:21:02 PM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,N,J,J2,BALLARD NORTH,67XX BLOCK OF 13TH AVE NW,-122.372999541,47.67867344
2019-907441,8331943892,06/02/2019 12:00:00 AM,06/05/2019 03:48:00 PM,06/17/2019 02:20:22 PM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,S,S,S2,BRIGHTON/DUNLAP,50TH AVE S / S KENYON ST,-122.270826692,47.53157848
2019-907436,8331943339,06/07/2019 08:45:00 AM,06/17/2019 09:00:00 AM,06/17/2019 02:20:12 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D2,SLU/CASCADE,LENORA ST / 7TH AVE,-122.338753233,47.61582545
2019-221027,8331978869,06/16/2019 09:00:00 PM,06/17/2019 11:30:00 AM,06/17/2019 02:20:08 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,S,S1,NEW HOLLY,77XX BLOCK OF 39TH AVE S,-122.283298126,47.53243529
2019-907437,8331942819,06/16/2019 03:00:00 PM,06/16/2019 03:27:00 PM,06/17/2019 02:20:01 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q1,MAGNOLIA,21XX BLOCK OF W COMMODORE WAY,-122.383983733,47.65956225
2019-907435,8331914908,06/15/2019 11:00:00 PM,06/16/2019 06:50:00 AM,06/17/2019 02:10:12 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W1,NORTH ADMIRAL,22XX BLOCK OF PRESCOTT AVE SW,-122.378681586,47.58295608
2019-907434,8331914648,06/15/2019 06:30:00 PM,06/15/2019 11:30:00 PM,06/17/2019 02:10:01 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,M,M1,DOWNTOWN COMMERCIAL,STEWART ST / PIKE PL,-122.342171688,47.60963411
2019-220857,8331941298,05/01/2019 12:00:00 AM,06/16/2019 12:00:00 AM,06/17/2019 02:05:30 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U1,ROOSEVELT/RAVENNA,67XX BLOCK OF ROOSEVELT WAY NE,-122.317388294,47.67764787
2019-907433,8331856037,06/15/2019 09:00:00 AM,06/17/2019 07:00:00 AM,06/17/2019 02:00:12 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,2XX BLOCK OF ALOHA ST,-122.352118704,47.62717617
2019-907432,8331855846,06/16/2019 09:00:00 PM,06/17/2019 08:00:00 AM,06/17/2019 02:00:01 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,NORTHGATE,89XX BLOCK OF CORLISS AVE N,-122.33108495,47.69277925
2019-907431,8331849865,06/17/2019 05:20:00 AM,06/17/2019 05:25:00 AM,06/17/2019 01:51:02 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L2,NORTHGATE,88XX BLOCK OF 20TH AVE NE,-122.306840849,47.69257649
2019-220600,8331844086,06/17/2019 04:00:00 AM,,06/17/2019 01:36:43 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B3,PHINNEY RIDGE,10XX BLOCK OF N 50TH ST,-122.345291412,47.6650213
2019-220899,8331850101,05/30/2019 04:00:00 PM,06/16/2019 06:00:00 PM,06/17/2019 01:34:22 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L2,NORTHGATE,110XX BLOCK OF ROOSEVELT WAY NE,-122.317861748,47.70917517
2019-220980,8331835208,06/17/2019 12:00:00 AM,06/17/2019 09:00:00 AM,06/17/2019 01:29:41 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,18XX BLOCK OF TAYLOR AVE N,-122.345920322,47.63552831
2019-220737,8331839312,06/17/2019 09:36:00 AM,,06/17/2019 01:21:53 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F1,HIGH POINT,63XX BLOCK OF 35TH AVE SW,-122.376422567,47.54559328
2019-907429,8331796367,06/17/2019 03:00:00 AM,06/17/2019 03:35:00 AM,06/17/2019 01:10:02 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O3,GEORGETOWN,S BAILEY ST / CARLETON AVE S,-122.320152358,47.54735691
2019-220979,8331821823,06/16/2019 09:00:00 PM,06/17/2019 10:00:00 AM,06/17/2019 01:06:19 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S2,BRIGHTON/DUNLAP,42XX BLOCK OF S OTHELLO ST,-122.280060287,47.53705079
2019-907426,8331788495,06/15/2019 11:00:00 PM,06/16/2019 06:45:00 AM,06/17/2019 01:00:32 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C1,CAPITOL HILL,E REPUBLICAN ST / 13TH AVE E,-122.3157044,47.62311057
2019-907427,8331788201,06/14/2019 06:35:00 PM,06/14/2019 06:35:00 PM,06/17/2019 01:00:11 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G2,CENTRAL AREA/SQUIRE PARK,22XX BLOCK OF E FIR ST,-122.303083645,47.60266908
2019-907428,8331788026,06/13/2019 09:00:00 PM,06/13/2019 10:00:00 PM,06/17/2019 01:00:02 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R1,NORTH BEACON HILL,29XX BLOCK OF 12TH AVE S,-122.317364897,47.57732334
2019-220651,8331769486,06/15/2019 05:00:00 PM,06/15/2019 06:00:00 PM,06/17/2019 12:33:48 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S3,RAINIER VIEW,53XX BLOCK OF S BANGOR ST,-122.26613613,47.50613446
2019-220798,8331779378,06/15/2019 07:00:00 PM,06/16/2019 11:30:00 AM,06/17/2019 12:31:40 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,C,C1,CAPITOL HILL,12XX BLOCK OF 15TH AVE E,-122.312507871,47.63148824
2019-907424,8331763449,06/14/2019 10:00:00 PM,06/16/2019 03:00:00 PM,06/17/2019 12:30:14 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G1,FIRST HILL,1XX BLOCK OF 12TH AVE,-122.316781675,47.60310004
2019-907423,8331763178,06/16/2019 12:00:00 AM,06/16/2019 07:00:00 PM,06/17/2019 12:30:02 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,5TH AVE N / ROY ST,-122.347564817,47.62542294
2019-220879,8331769519,06/15/2019 06:00:00 PM,06/16/2019 01:00:00 AM,06/17/2019 12:26:36 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,COLUMBIA ST / 2ND AVE,-122.333824569,47.6037328
2019-220827,8331776969,06/16/2019 09:00:00 PM,,06/17/2019 12:23:30 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,47XX BLOCK OF 11TH AVE NE,-122.316346543,47.66401972
2019-907422,8331734246,06/13/2019 07:00:00 PM,06/14/2019 03:30:00 PM,06/17/2019 12:20:29 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J2,BALLARD NORTH,70XX BLOCK OF 16TH AVE NW,-122.377847559,47.68042997
2019-907421,8331733634,06/16/2019 08:00:00 AM,06/16/2019 08:00:00 AM,06/17/2019 12:20:18 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,60XX BLOCK OF 34TH AVE NW,-122.401094567,47.67258003
2019-907419,8331725008,06/15/2019 11:00:00 PM,06/16/2019 08:00:00 AM,06/17/2019 12:10:02 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F3,HIGHLAND PARK,13XX BLOCK OF SW CAMBRIDGE ST,-122.352289507,47.51918104
2019-220851,8331719627,06/01/2019 07:00:00 PM,06/17/2019 12:00:00 PM,06/17/2019 12:02:45 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,W,W3,MORGAN,60XX BLOCK OF 35TH AVE SW,-122.376392473,47.54695877
2019-907418,8331715444,06/16/2019 12:20:00 PM,06/16/2019 04:30:00 PM,06/17/2019 12:00:02 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,22XX BLOCK OF WESTERN AVE,-122.34672239,47.612326
2019-220711,8331654465,06/17/2019 09:00:00 AM,06/17/2019 09:15:00 AM,06/17/2019 10:55:35 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,8XX BLOCK OF S KING ST,-122.321695651,47.59834608
2019-220750,8331646934,06/17/2019 09:46:00 AM,,06/17/2019 10:55:34 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,W,K,K2,DOWNTOWN COMMERCIAL,4XX BLOCK OF 3RD AVE,-122.330510332,47.60188591
2019-220753,8331713317,06/17/2019 09:46:00 AM,,06/17/2019 10:50:25 AM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,E,E,E2,CAPITOL HILL,15XX BLOCK OF BROADWAY,-122.320789514,47.61465549
2019-907416,8331625819,06/16/2019 11:00:00 AM,06/16/2019 12:15:00 PM,06/17/2019 10:40:01 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C2,MONTLAKE/PORTAGE BAY,BOYER AVE E / LAKE WASHINGTON BLVD E,-122.297920913,47.63376784
2019-220766,8331626554,06/11/2019 12:00:00 PM,06/17/2019 10:41:00 AM,06/17/2019 10:36:19 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K1,DOWNTOWN COMMERCIAL,9XX BLOCK OF 6TH AVE,-122.330363978,47.60665954
2019-907415,8331615922,06/16/2019 12:35:00 AM,06/16/2019 12:45:00 AM,06/17/2019 10:30:31 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E2,FIRST HILL,9XX BLOCK OF 12TH AVE,-122.316779126,47.61097885
2019-907413,8331587670,06/16/2019 08:15:00 AM,06/16/2019 10:20:00 AM,06/17/2019 10:20:33 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W3,FAUNTLEROY SW,SW CONCORD ST / FAUNTLEROY WAY SW,-122.392747993,47.52419818
2019-907412,8331586651,06/16/2019 10:30:00 AM,06/16/2019 11:30:00 AM,06/17/2019 10:20:12 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,3RD AVE N / MERCER ST,-122.35148741,47.62456996
2019-907411,8331578109,06/15/2019 06:05:00 PM,06/16/2019 12:30:00 PM,06/17/2019 10:10:34 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E1,CAPITOL HILL,5XX BLOCK OF BROADWAY E,-122.320933335,47.62369897
2019-907409,8331577610,06/14/2019 09:40:00 PM,06/15/2019 07:40:00 AM,06/17/2019 10:10:12 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J1,GREENWOOD,6XX BLOCK OF NW 85TH ST,-122.364656712,47.69064793
2019-215567,8331514951,06/10/2019 12:00:00 AM,06/14/2019 12:00:00 AM,06/17/2019 09:10:09 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U1,UNIVERSITY,50XX BLOCK OF UNIVERSITY WAY NE,-122.313062375,47.66566825
2019-220386,8331508876,06/17/2019 12:15:00 AM,,06/17/2019 09:00:28 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,UNIVERSITY,47XX BLOCK OF 17TH AVE NE,-122.309489279,47.66396954
2019-220643,8331500285,06/01/2019 12:00:00 PM,06/17/2019 08:59:00 AM,06/17/2019 08:56:05 AM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,S,S,S1,MID BEACON HILL,35XX BLOCK OF S GRAHAM ST,-122.287316458,47.54607698
2019-220607,8331521469,06/16/2019 04:00:00 PM,06/17/2019 07:30:00 AM,06/17/2019 08:37:09 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G2,JUDKINS PARK/NORTH BEACON HILL,14XX BLOCK OF S JACKSON ST,-122.312857348,47.59921751
2019-220500,8331436036,06/14/2019 11:30:00 PM,06/15/2019 11:00:00 AM,06/17/2019 07:50:50 AM,A,PERSON,SEX OFFENSES,Rape,11A,W,Q,Q2,QUEEN ANNE,,0.0,0.0
2019-219621,8331396224,06/15/2019 10:00:00 PM,06/15/2019 10:30:00 PM,06/17/2019 07:08:09 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,UNKNOWN,3XX BLOCK OF E PIKE ST,-122.327346523,47.6140913
2019-907408,8331374293,04/09/2019 12:00:00 AM,04/09/2019 06:00:00 AM,06/17/2019 07:00:02 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,BALLARD NORTH,65XX BLOCK OF DIVISION AVE NW,-122.366571192,47.67686872
2019-907407,8331368456,06/16/2019 02:25:00 AM,06/16/2019 02:26:00 AM,06/17/2019 06:50:32 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R2,MOUNT BAKER,37XX BLOCK OF 39TH AVE S,-122.283943599,47.570224
2019-907406,8331322090,06/13/2019 02:30:00 PM,06/13/2019 02:45:00 PM,06/17/2019 06:10:23 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L2,NORTHGATE,3XX BLOCK OF NE NORTHGATE WAY,-122.324615158,47.7086028
2019-907405,8331321870,06/15/2019 06:30:00 PM,06/15/2019 06:35:00 PM,06/17/2019 06:10:12 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L2,NORTHGATE,3XX BLOCK OF NE NORTHGATE WAY,-122.324615158,47.7086028
2019-907404,8331321650,06/16/2019 01:25:00 AM,06/16/2019 11:25:00 AM,06/17/2019 06:10:02 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,NORTHGATE,85XX BLOCK OF ASHWORTH AVE N,-122.33914444,47.69143052
2019-220475,8331305780,06/16/2019 07:00:00 PM,06/17/2019 05:00:00 AM,06/17/2019 05:27:58 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R2,MOUNT BAKER,29XX BLOCK OF 36TH AVE S,-122.287684341,47.57640458
2019-220206,8331265931,06/16/2019 09:07:00 PM,06/16/2019 09:47:00 PM,06/17/2019 04:15:58 AM,A,PROPERTY,ROBBERY,Robbery,120,S,O,O3,GEORGETOWN,61XX BLOCK OF 12TH AVE S,-122.317319387,47.54825236
2019-220279,8331244760,06/16/2019 10:45:00 PM,06/16/2019 11:35:00 PM,06/17/2019 04:11:11 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,W,W3,MORGAN,60XX BLOCK OF 37TH AVE SW,-122.379080996,47.54746378
2019-220393,8331192863,06/17/2019 02:08:00 AM,,06/17/2019 03:18:16 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D2,SLU/CASCADE,8XX BLOCK OF VIRGINIA ST,-122.336165507,47.61605329
2019-220288,8331168854,06/16/2019 10:52:00 PM,06/17/2019 12:30:00 AM,06/17/2019 02:17:46 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,E,E2,CAPITOL HILL,E UNION ST / 11TH AVE,-122.318122382,47.61293125
2019-220303,8331150383,06/16/2019 06:00:00 PM,06/16/2019 11:00:00 PM,06/17/2019 02:07:40 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B1,BALLARD SOUTH,57XX BLOCK OF 14TH AVE NW,-122.373583511,47.67053501
2019-220237,8331082698,06/16/2019 06:49:00 PM,,06/17/2019 12:18:09 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.324615158,47.7086028
2019-220219,8331049688,06/16/2019 09:20:00 PM,,06/16/2019 11:46:43 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M3,DOWNTOWN COMMERCIAL,14XX BLOCK OF 5TH AVE,-122.335119802,47.61018167
2019-220219,8331045886,06/16/2019 09:20:00 PM,,06/16/2019 11:46:43 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,M,M3,DOWNTOWN COMMERCIAL,14XX BLOCK OF 5TH AVE,-122.335119802,47.61018167
2019-220193,8330988390,06/16/2019 08:23:00 AM,06/16/2019 08:58:00 PM,06/16/2019 10:40:21 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,1ST AVE S / S FOREST ST,-122.334201917,47.57772754
2019-220091,8330942102,06/16/2019 09:00:00 AM,06/16/2019 05:45:00 PM,06/16/2019 09:55:10 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,DENNY WAY / WARREN AVE N,-122.354147461,47.61859702
2019-220010,8330936237,06/15/2019 04:56:00 AM,06/15/2019 04:58:00 AM,06/16/2019 09:49:40 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R1,MID BEACON HILL,10XX BLOCK OF S SNOQUALMIE ST,-122.319510444,47.56168903
2019-220155,8330941481,06/16/2019 08:15:00 PM,,06/16/2019 08:56:42 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,J,J2,BALLARD NORTH,83XX BLOCK OF 15TH AVE NW,-122.376802782,47.68966673
2019-220099,8330876019,06/16/2019 03:00:00 PM,06/16/2019 06:00:00 PM,06/16/2019 08:36:41 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,94XX BLOCK OF 27TH AVE SW,-122.367275962,47.51828947
2019-219996,8330866695,06/12/2019 12:00:00 AM,06/16/2019 03:00:00 PM,06/16/2019 08:07:46 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,Q,Q2,QUEEN ANNE,4XX BLOCK OF W BARRETT ST,-122.362853425,47.64664649
2019-220043,8330783279,06/16/2019 12:00:00 AM,,06/16/2019 06:42:55 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.324615158,47.7086028
2019-220001,8330716168,06/14/2019 09:00:00 AM,06/16/2019 12:01:00 AM,06/16/2019 05:27:09 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M3,DOWNTOWN COMMERCIAL,7TH AVE / PIKE ST,-122.333353803,47.61160635
2019-219855,8330677680,06/16/2019 02:43:00 PM,,06/16/2019 04:53:55 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M1,DOWNTOWN COMMERCIAL,2XX BLOCK OF PINE ST,-122.339256992,47.61051065
2019-219723,8330648822,06/14/2019 09:30:00 PM,,06/16/2019 04:17:58 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O2,GEORGETOWN,45XX BLOCK OF COLORADO AVE S,-122.336795189,47.56160164
2019-219752,8330607416,06/14/2019 12:00:00 AM,06/15/2019 12:00:00 AM,06/16/2019 03:26:15 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,92XX BLOCK OF 26TH AVE SW,-122.365898765,47.52010738
2019-219813,8330563998,06/14/2019 09:00:00 PM,06/15/2019 09:00:00 PM,06/16/2019 02:43:00 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF 1ST AVE W,-122.3580123,47.62515283
2019-219738,8330605642,06/16/2019 01:00:00 PM,06/16/2019 01:00:00 PM,06/16/2019 02:30:49 PM,A,PROPERTY,ARSON,Arson,200,N,J,J2,BALLARD NORTH,33RD AVE NW / NW 67TH ST,-122.399722584,47.67700254
2019-219735,8330558040,06/16/2019 09:36:00 AM,,06/16/2019 02:20:35 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M2,DOWNTOWN COMMERCIAL,3XX BLOCK OF PINE ST,-122.338146742,47.61097516
2019-907403,8330515131,06/05/2019 06:00:00 PM,06/06/2019 08:43:00 AM,06/16/2019 02:00:21 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K2,PIONEER SQUARE,2XX BLOCK OF S KING ST,-122.330976342,47.59828697
2019-219453,8330515975,06/15/2019 07:49:00 PM,,06/16/2019 01:53:34 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,Q,Q1,MAGNOLIA,25XX BLOCK OF 32ND AVE W,-122.398309451,47.64217288
2019-219634,8330516272,06/16/2019 11:19:00 AM,06/16/2019 11:19:00 AM,06/16/2019 01:50:10 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R2,NORTH BEACON HILL,27XX BLOCK OF RAINIER AVE S,-122.299158741,47.57967225
2019-907400,8330470989,06/16/2019 09:35:00 AM,06/16/2019 09:35:00 AM,06/16/2019 01:10:11 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,36XX BLOCK OF W VIEWMONT WAY W,-122.411026346,47.65304487
2019-219662,8330472049,06/16/2019 11:40:00 AM,06/16/2019 12:00:00 PM,06/16/2019 01:07:32 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,E,E2,CAPITOL HILL,14XX BLOCK OF BROADWAY,-122.320771381,47.61351951
2019-219636,8330504086,06/16/2019 03:00:00 AM,06/16/2019 08:00:00 AM,06/16/2019 12:50:26 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,94XX BLOCK OF 27TH AVE SW,-122.367275962,47.51828947
2019-219643,8330461917,06/16/2019 11:20:00 AM,06/16/2019 11:35:00 AM,06/16/2019 12:46:35 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,E,E2,CAPITOL HILL,14XX BLOCK OF BROADWAY,-122.320771381,47.61351951
2019-907398,8330455705,06/15/2019 04:30:00 PM,06/15/2019 09:30:00 PM,06/16/2019 12:40:11 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,51XX BLOCK OF LEARY AVE NW,-122.380436318,47.66523531
2019-907397,8330455519,06/15/2019 09:01:00 PM,06/15/2019 09:01:00 PM,06/16/2019 12:40:01 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M2,DOWNTOWN COMMERCIAL,5XX BLOCK OF PINE ST,-122.335928546,47.61190423
2019-219694,8330454163,06/14/2019 04:00:00 PM,06/16/2019 10:00:00 AM,06/16/2019 12:31:08 PM,A,PROPERTY,FRAUD OFFENSES,Impersonation,26C,N,N,N2,NORTHGATE,119XX BLOCK OF STENDALL PL N,-122.339902914,47.7156343
2019-907396,8330452234,06/13/2019 09:55:00 PM,06/15/2019 09:55:00 PM,06/16/2019 12:31:02 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,6TH AVE S / S MAIN ST,-122.326357074,47.60003206
2019-907395,8330416875,06/15/2019 05:10:00 PM,06/15/2019 05:10:00 PM,06/16/2019 12:00:01 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F3,HIGHLAND PARK,94XX BLOCK OF 12TH AVE SW,-122.350647625,47.51825201
2019-907394,8330412522,06/15/2019 10:00:00 AM,06/15/2019 01:00:00 PM,06/16/2019 11:50:13 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,7XX BLOCK OF 1ST AVE,-122.334607817,47.60291195
2019-907393,8330412210,06/14/2019 05:47:00 PM,06/14/2019 05:50:00 PM,06/16/2019 11:50:01 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,J,J3,ROOSEVELT/RAVENNA,4XX BLOCK OF NE 71ST ST,-122.323693787,47.67996957
2019-219448,8330374629,06/16/2019 07:39:00 AM,,06/16/2019 11:01:32 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G3,MADRONA/LESCHI,26XX BLOCK OF S JUDKINS ST,-122.298776234,47.59206358
2019-219549,8330377605,06/16/2019 09:47:00 AM,,06/16/2019 10:56:28 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,24TH AVE SW / SW HOLDEN ST,-122.363185386,47.53369768
2019-219528,8330371729,06/14/2019 08:00:00 PM,06/16/2019 08:15:00 AM,06/16/2019 10:40:32 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,J,J1,GREENWOOD,92XX BLOCK OF 4TH AVE NW,-122.362031296,47.69695235
2019-219380,8327809230,06/16/2019 04:30:00 AM,,06/16/2019 10:30:36 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SW,W,W3,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98XX BLOCK OF 46TH AVE SW,-122.39109465,47.51446854
2019-907391,8327734127,05/31/2019 12:00:00 AM,06/01/2019 02:00:00 AM,06/16/2019 10:10:01 AM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,E,C,C1,CAPITOL HILL,9XX BLOCK OF 13TH AVE E,-122.315918361,47.62748413
