Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2019-424848,11812958304,11/14/2019 09:32:28 PM,11/14/2019 09:33:00 PM,11/14/2019 09:30:58 PM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,8XX BLOCK OF S WELLER ST,-122.322052376,47.59750785
2019-424817,11812958556,11/13/2019 08:00:00 PM,11/14/2019 04:30:00 PM,11/14/2019 09:26:13 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,J,J3,ROOSEVELT/RAVENNA,68XX BLOCK OF WEEDIN PL NE,-122.321728843,47.67842683
2019-424581,11812921225,11/14/2019 03:50:00 PM,11/14/2019 08:40:00 PM,11/14/2019 08:41:57 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,F,F1,SOUTH PARK,SW MICHIGAN ST / 2ND AVE SW,-122.337103095,47.54072316
2019-424658,11812898838,11/14/2019 04:51:00 PM,11/14/2019 08:11:00 PM,11/14/2019 08:08:21 PM,A,PERSON,SEX OFFENSES,Fondling,11D,SW,F,F1,NORTH DELRIDGE,,0.0,0.0
2019-424701,11812858677,11/09/2019 12:00:00 AM,11/10/2019 12:00:00 AM,11/14/2019 07:18:00 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SW,F,F3,HIGHLAND PARK,79XX BLOCK OF 13TH AVE SW,-122.351698797,47.53101556
2019-424664,11812851303,11/14/2019 07:08:46 PM,,11/14/2019 07:08:56 PM,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,S,R,R3,COLUMBIA CITY,S ALASKA ST / RAINIER AVE S,-122.287026761,47.56074768
2019-424736,11812847176,11/14/2019 05:45:00 PM,,11/14/2019 06:47:20 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,45XX BLOCK OF STONE WAY N,-122.342130602,47.6617553
2019-424541,11812827695,11/14/2019 03:17:00 PM,11/14/2019 03:18:00 PM,11/14/2019 06:36:18 PM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,S,R,R2,CLAREMONT/RAINIER VISTA,31XX BLOCK OF RAINIER AVE S,-122.296494062,47.5761846
2019-424719,11812831042,11/14/2019 03:30:00 PM,11/14/2019 05:46:00 PM,11/14/2019 06:29:35 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,O,O3,GEORGETOWN,9XX BLOCK OF S MYRTLE ST,-122.320963726,47.53943204
2019-424608,11812813526,11/13/2019 01:14:00 AM,11/13/2019 01:28:00 AM,11/14/2019 06:12:20 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E3,FIRST HILL,11XX BLOCK OF 8TH AVE,-122.329450044,47.60901496
2019-424603,11812804409,11/14/2019 03:55:00 PM,,11/14/2019 06:00:38 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U2,UNIVERSITY,47XX BLOCK OF BROOKLYN AVE NE,-122.31422406,47.66400406
2019-424641,11812784994,11/14/2019 04:25:00 PM,,11/14/2019 05:40:05 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U3,ROOSEVELT/RAVENNA,26XX BLOCK OF NE UNIVERSITY VILLAGE ST,-122.298411155,47.66332336
2019-424644,11812778982,10/29/2019 12:00:00 PM,11/08/2019 05:00:00 PM,11/14/2019 05:33:52 PM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,W,K,K1,DOWNTOWN COMMERCIAL,7XX BLOCK OF 5TH AVE,-122.330167713,47.60476953
2019-424518,11812796942,11/14/2019 03:30:00 PM,11/14/2019 03:38:00 PM,11/14/2019 05:24:45 PM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,W,D,D2,SLU/CASCADE,2XX BLOCK OF 8TH AVE N,-122.341081499,47.62029929
2019-424586,11812758769,11/14/2019 03:52:00 PM,11/14/2019 04:30:00 PM,11/14/2019 05:20:34 PM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,N,N,N3,NORTHGATE,89XX BLOCK OF AURORA AVE N,-122.344560656,47.6938234
2019-419034,11812758783,11/10/2019 12:00:00 PM,,11/14/2019 05:18:32 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U1,ROOSEVELT/RAVENNA,8XX BLOCK OF NE 66TH ST,-122.318739346,47.67656665
2019-424571,11812736479,11/14/2019 12:00:00 AM,11/14/2019 12:00:00 AM,11/14/2019 04:55:18 PM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,W,D,D3,SLU/CASCADE,9XX BLOCK OF FAIRVIEW AVE N,-122.332464667,47.62748318
2019-424356,11812645762,11/12/2019 12:00:00 AM,11/14/2019 12:00:00 AM,11/14/2019 04:30:43 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U3,ROOSEVELT/RAVENNA,34XX BLOCK OF NE 70TH ST,-122.290912414,47.67941552
2019-424339,11812576231,11/14/2019 12:35:00 PM,,11/14/2019 04:00:53 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U2,UNIVERSITY,45XX BLOCK OF UNIVERSITY WAY NE,-122.313115709,47.66218058
2019-424409,11812576453,11/14/2019 01:18:00 PM,11/14/2019 01:45:00 PM,11/14/2019 03:46:02 PM,A,PROPERTY,FRAUD OFFENSES,Impersonation,26C,W,M,M3,DOWNTOWN COMMERCIAL,15XX BLOCK OF 6TH AVE,-122.334918446,47.61163943
2019-424368,11812488308,11/08/2019 12:00:00 AM,,11/14/2019 03:14:26 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,8XX BLOCK OF POPLAR PL S,-122.311984692,47.5947223
2019-424096,11812491694,10/29/2019 01:00:00 AM,11/14/2019 09:57:00 AM,11/14/2019 03:11:09 PM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,SW,F,F3,SOUTH PARK,91XX BLOCK OF 10TH AVE S,-122.320317833,47.52124981
2019-424461,11812456126,11/14/2019 12:00:00 PM,11/14/2019 02:00:00 PM,11/14/2019 02:47:56 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B2,BALLARD SOUTH,9XX BLOCK OF NW 45TH ST,-122.369692489,47.66146817
2019-424441,11812438353,11/14/2019 02:02:00 PM,11/14/2019 02:02:00 PM,11/14/2019 02:43:16 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q1,MAGNOLIA,30XX BLOCK OF 17TH AVE W,-122.378855957,47.64798063
2019-424252,11812437096,11/13/2019 05:00:00 PM,11/14/2019 10:00:00 AM,11/14/2019 02:35:40 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F3,HIGHLAND PARK,92XX BLOCK OF 2ND AVE SW,-122.336028113,47.52042665
2019-424327,11812501447,05/01/2019 12:00:00 AM,11/12/2019 12:00:00 AM,11/14/2019 02:28:08 PM,A,PROPERTY,FRAUD OFFENSES,Wire Fraud,26E,N,J,J1,BALLARD NORTH,93XX BLOCK OF 26TH PL NW,-122.390762321,47.69711322
2019-915263,11812406883,11/13/2019 01:00:00 PM,11/14/2019 01:00:00 PM,11/14/2019 02:23:56 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,N,N3,NORTHGATE,13XX BLOCK OF N 100TH ST,-122.341278695,47.70142152
2019-424403,11812407184,11/14/2019 01:24:00 PM,11/14/2019 01:24:00 PM,11/14/2019 02:15:21 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M3,DOWNTOWN COMMERCIAL,5XX BLOCK OF PIKE ST,-122.335017876,47.61090902
2019-424163,11812385819,11/11/2019 05:00:00 PM,11/14/2019 08:00:00 AM,11/14/2019 01:53:17 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O3,GEORGETOWN,65XX BLOCK OF ELLIS AVE S,-122.318786668,47.54439006
2019-424099,11812385695,11/07/2019 12:01:00 AM,11/14/2019 10:00:00 AM,11/14/2019 01:43:54 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J3,ROOSEVELT/RAVENNA,82XX BLOCK OF INTERLAKE AVE N,-122.340474378,47.68963132
2019-424370,11812351283,11/14/2019 01:00:00 PM,,11/14/2019 01:26:27 PM,A,PROPERTY,ROBBERY,Robbery,120,N,N,N2,NORTHGATE,122XX BLOCK OF AURORA AVE N,-122.344896093,47.71717447
2019-915260,11812322934,11/13/2019 08:00:00 PM,11/14/2019 07:00:00 AM,11/14/2019 01:24:05 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,ROOSEVELT/RAVENNA,70XX BLOCK OF 25TH AVE NE,-122.300698222,47.68071648
2019-915256,11812310057,10/01/2019 06:00:00 AM,10/18/2019 03:30:00 PM,11/14/2019 01:14:04 PM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,S,O,O2,GEORGETOWN,47XX BLOCK OF E MARGINAL WAY S,-122.339439095,47.56132149
2019-915257,11812309816,11/14/2019 03:05:00 AM,11/14/2019 03:06:00 AM,11/14/2019 01:13:56 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J3,ROOSEVELT/RAVENNA,80XX BLOCK OF WALLINGFORD AVE N,-122.336413857,47.68781375
2019-915254,11812299459,11/06/2019 12:00:00 AM,11/07/2019 11:59:00 PM,11/14/2019 01:04:20 PM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,N,U,U1,ROOSEVELT/RAVENNA,10XX BLOCK OF NE 62ND ST,-122.316510562,47.67333451
2019-915253,11812299192,11/12/2019 12:26:00 PM,11/12/2019 12:26:00 PM,11/14/2019 01:03:56 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C3,CENTRAL AREA/SQUIRE PARK,9XX BLOCK OF 18TH AVE,-122.308871196,47.61094813
2019-424190,11812308466,11/14/2019 12:00:00 AM,,11/14/2019 01:01:11 PM,B,SOCIETY,"FAMILY OFFENSES, NONVIOLENT","Family Offenses, Nonviolent",90F,W,Q,Q1,MAGNOLIA,,0.0,0.0
2019-424277,11812312313,11/12/2019 07:00:00 PM,11/13/2019 10:00:00 AM,11/14/2019 01:00:18 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,W,W3,FAUNTLEROY SW,84XX BLOCK OF 42ND AVE SW,-122.384803377,47.52756541
2019-915252,11812288482,11/13/2019 07:10:00 PM,11/13/2019 11:30:00 PM,11/14/2019 12:57:19 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M3,DOWNTOWN COMMERCIAL,15XX BLOCK OF 2ND AVE,-122.339358064,47.60978174
2019-915251,11812283640,11/13/2019 06:30:00 PM,11/14/2019 09:30:00 AM,11/14/2019 12:54:00 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,C,C3,CENTRAL AREA/SQUIRE PARK,16TH AVE / E MARION ST,-122.311524887,47.61037403
2019-424073,11812335222,11/14/2019 09:45:00 AM,11/14/2019 10:00:00 AM,11/14/2019 12:48:11 PM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,N,N,N3,NORTHGATE,105XX BLOCK OF AURORA AVE N,-122.344706409,47.70579857
2019-424073,11812337835,11/14/2019 09:45:00 AM,11/14/2019 10:00:00 AM,11/14/2019 12:48:11 PM,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,N,N,N3,NORTHGATE,105XX BLOCK OF AURORA AVE N,-122.344706409,47.70579857
2019-424073,11812355109,11/14/2019 09:45:00 AM,11/14/2019 10:00:00 AM,11/14/2019 12:48:11 PM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,N,N,N3,NORTHGATE,105XX BLOCK OF AURORA AVE N,-122.344706409,47.70579857
2019-915248,11812254631,11/14/2019 04:21:00 AM,11/14/2019 04:25:00 AM,11/14/2019 12:34:00 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,NORTHGATE,13XX BLOCK OF N 88TH ST,-122.340777474,47.69235291
2019-915247,11812253685,11/14/2019 06:45:00 AM,11/14/2019 06:45:00 AM,11/14/2019 12:32:58 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,NORTHGATE,115XX BLOCK OF STONE AVE N,-122.342142941,47.71340531
2019-424139,11812255637,11/14/2019 06:00:00 AM,11/14/2019 10:15:00 AM,11/14/2019 12:31:43 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E3,FIRST HILL,7XX BLOCK OF MINOR AVE,-122.322398658,47.60801798
2019-424219,11812600852,11/14/2019 09:35:00 AM,,11/14/2019 12:27:58 PM,A,PROPERTY,LARCENY-THEFT,Pocket-picking,23A,E,E,E2,CAPITOL HILL,17XX BLOCK OF BROADWAY,-122.320826482,47.6169873
2019-915246,11812225481,11/13/2019 07:00:00 PM,11/13/2019 07:00:00 PM,11/14/2019 12:14:07 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,FREMONT,34XX BLOCK OF PHINNEY AVE N,-122.354481305,47.65094005
2019-915244,11812210999,11/13/2019 04:00:00 PM,11/14/2019 07:00:00 AM,11/14/2019 12:04:08 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E1,CAPITOL HILL,3XX BLOCK OF SUMMIT AVE E,-122.325303001,47.62140983
2019-915243,11812210755,11/14/2019 06:10:00 AM,11/14/2019 08:30:00 AM,11/14/2019 12:03:57 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,EASTLAKE - WEST,22XX BLOCK OF FRANKLIN AVE E,-122.324678163,47.6389868
2019-424071,11812213973,11/13/2019 07:00:00 PM,11/14/2019 08:30:00 AM,11/14/2019 11:59:09 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J3,ROOSEVELT/RAVENNA,80XX BLOCK OF SUNNYSIDE AVE N,-122.329690846,47.68775253
2019-423927,11812202746,11/14/2019 04:00:00 AM,,11/14/2019 11:54:34 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L1,NORTHGATE,10XX BLOCK OF NE 123RD ST,-122.317435597,47.71763331
2019-915242,11812195905,11/14/2019 03:05:00 AM,11/14/2019 03:10:00 AM,11/14/2019 11:53:58 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,NORTHGATE,115XX BLOCK OF CORLISS AVE N,-122.331396226,47.71270937
2019-424115,11812207677,11/13/2019 04:00:00 PM,11/14/2019 06:30:00 AM,11/14/2019 11:46:51 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,G,G2,JUDKINS PARK/NORTH BEACON HILL,16XX BLOCK OF S WASHINGTON ST,-122.310919662,47.6008428
2019-424200,11812203307,11/01/2019 12:00:00 AM,,11/14/2019 11:42:17 AM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,E,G,G3,MADRONA/LESCHI,8XX BLOCK OF LAKE WASHINGTON BLVD S,-122.289098467,47.59516591
2019-915240,11812165287,11/11/2019 08:35:00 AM,11/14/2019 08:35:00 AM,11/14/2019 11:34:27 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,1XX BLOCK OF FLORENTIA ST,-122.35501627,47.64688695
2019-915238,11812164840,11/11/2019 02:00:00 AM,11/11/2019 07:45:00 AM,11/14/2019 11:34:06 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B3,FREMONT,N 38TH ST / AURORA AVE N,-122.347325079,47.65276822
2019-915237,11812164492,11/13/2019 11:30:00 AM,11/13/2019 01:15:00 PM,11/14/2019 11:33:57 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BITTERLAKE,9XX BLOCK OF NW CARKEEK PARK RD,-122.373413388,47.71156417
2019-915235,11812133903,11/11/2019 10:40:00 PM,11/12/2019 01:30:00 AM,11/14/2019 11:24:28 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G1,FIRST HILL,12XX BLOCK OF E JEFFERSON ST,-122.316125608,47.60620026
2019-915233,11812133693,11/13/2019 07:11:00 PM,11/13/2019 08:44:00 PM,11/14/2019 11:24:15 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J3,ROOSEVELT/RAVENNA,78XX BLOCK OF AURORA AVE N,-122.344497643,47.68586124
2019-915234,11812133442,11/13/2019 06:00:00 PM,11/13/2019 08:00:00 PM,11/14/2019 11:24:01 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,28XX BLOCK OF UTAH AVE S,-122.335125901,47.57876967
2019-915232,11812103296,11/13/2019 02:50:00 PM,11/13/2019 03:00:00 PM,11/14/2019 11:14:22 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q2,QUEEN ANNE,5XX BLOCK OF GALER ST,-122.34545728,47.63229969
2019-915231,11812102075,11/12/2019 09:00:00 PM,11/13/2019 07:45:00 AM,11/14/2019 11:14:07 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R3,LAKEWOOD/SEWARD PARK,48XX BLOCK OF 53RD AVE S,-122.266923363,47.55897211
2019-915230,11812101822,11/06/2019 07:45:00 PM,11/13/2019 06:15:00 PM,11/14/2019 11:13:57 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D1,BELLTOWN,28XX BLOCK OF ELLIOTT AVE,-122.353746448,47.61530635
2019-915229,11812084628,11/13/2019 06:00:00 PM,11/13/2019 07:15:00 PM,11/14/2019 11:03:55 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F1,NORTH DELRIDGE,45XX BLOCK OF DELRIDGE WAY SW,-122.363122502,47.56199049
2019-915228,11812030703,11/12/2019 09:15:00 PM,11/13/2019 02:10:00 PM,11/14/2019 10:56:09 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,FIRST HILL,7XX BLOCK OF BROADWAY,-122.320755793,47.60865749
2019-424125,11812039138,11/14/2019 10:00:00 AM,,11/14/2019 10:53:38 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J3,ROOSEVELT/RAVENNA,N 77TH ST / WINONA AVE N,-122.339903464,47.68475561
2019-915226,11812000593,11/10/2019 05:00:00 PM,11/11/2019 05:00:00 AM,11/14/2019 10:36:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N1,BITTERLAKE,3XX BLOCK OF N 130TH ST,-122.354866194,47.72323212
2019-915225,11811998737,11/13/2019 05:30:00 AM,11/13/2019 07:00:00 AM,11/14/2019 10:33:55 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J2,BALLARD NORTH,73XX BLOCK OF JONES AVE NW,-122.386451832,47.68225171
2019-915224,11811915958,11/13/2019 01:00:00 PM,11/13/2019 01:15:00 PM,11/14/2019 09:44:06 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,PHINNEY RIDGE,54XX BLOCK OF GREEN LAKE WAY N,-122.34005603,47.66861753
2019-915223,11811915764,11/12/2019 06:30:00 PM,11/13/2019 07:00:00 AM,11/14/2019 09:43:56 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,8XX BLOCK OF RAINIER AVE S,-122.310948489,47.59511507
2019-423975,11811929226,11/13/2019 08:00:00 AM,11/13/2019 05:00:00 PM,11/14/2019 09:37:01 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,S,S3,RAINIER BEACH,51ST AVE S / S FLETCHER ST,-122.2699958,47.51903818
2019-915221,11811854166,11/13/2019 04:35:00 AM,11/13/2019 04:40:00 AM,11/14/2019 09:25:56 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,ROOSEVELT/RAVENNA,57XX BLOCK OF 26TH AVE NE,-122.299577501,47.67106871
2019-915219,11811852486,11/08/2019 04:10:00 PM,11/08/2019 04:15:00 PM,11/14/2019 09:24:23 AM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.324615158,47.7086028
2019-915218,11811852141,11/12/2019 04:05:00 PM,11/13/2019 07:55:00 AM,11/14/2019 09:24:07 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J2,BALLARD NORTH,13XX BLOCK OF NW 75TH ST,-122.373130531,47.68324646
2019-915217,11811851945,11/13/2019 04:05:00 PM,11/13/2019 04:05:00 PM,11/14/2019 09:23:58 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,WESTERN AVE / BELL ST,-122.347372429,47.61271039
2019-915215,11811829375,11/13/2019 12:00:00 PM,11/13/2019 12:15:00 PM,11/14/2019 09:03:56 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U2,UNIVERSITY,11XX BLOCK OF NE 45TH ST,-122.316010692,47.66128827
2019-915214,11811818370,11/12/2019 10:00:00 PM,11/13/2019 07:00:00 AM,11/14/2019 08:55:27 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F3,HIGHLAND PARK,81XX BLOCK OF 11TH AVE SW,-122.349312177,47.5292323
2019-915213,11811710599,11/12/2019 11:18:00 AM,11/12/2019 11:18:00 AM,11/14/2019 07:53:02 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R1,NORTH BEACON HILL,23XX BLOCK OF 15TH AVE S,-122.313401677,47.58199848
2019-915212,11811667821,11/13/2019 06:00:00 AM,11/13/2019 07:00:00 AM,11/14/2019 07:32:41 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D2,SLU/CASCADE,HARRISON ST / WESTLAKE AVE N,-122.338455706,47.62204123
2019-915209,11811648697,11/11/2019 01:15:00 PM,11/11/2019 03:00:00 PM,11/14/2019 07:12:42 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,M,M2,DOWNTOWN COMMERCIAL,5XX BLOCK OF PINE ST,-122.335928546,47.61190423
2019-915208,11811627528,11/08/2019 01:00:00 PM,11/09/2019 01:00:00 PM,11/14/2019 07:02:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,UNIVERSITY,21XX BLOCK OF NE 47TH ST,-122.304964726,47.66307327
2019-915207,11811627159,11/13/2019 08:20:00 AM,11/13/2019 08:25:00 AM,11/14/2019 07:02:43 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E1,CAPITOL HILL,10TH AVE E / E JOHN ST,-122.319539296,47.6199172
2019-423743,11811621297,11/14/2019 04:05:00 AM,,11/14/2019 06:49:10 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L1,NORTHGATE,3XX BLOCK OF NE 117TH ST,-122.324099374,47.71404959
2019-915205,11811591694,11/12/2019 05:38:00 PM,11/12/2019 08:48:00 PM,11/14/2019 06:32:51 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M3,DOWNTOWN COMMERCIAL,15XX BLOCK OF 2ND AVE,-122.339358064,47.60978174
2019-915204,11811591319,11/12/2019 11:00:00 PM,11/13/2019 07:25:00 AM,11/14/2019 06:32:42 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,40XX BLOCK OF 35TH AVE W,-122.402271023,47.65630835
2019-915202,11811579263,11/12/2019 07:00:00 PM,11/13/2019 09:00:00 AM,11/14/2019 06:23:14 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B2,FREMONT,43XX BLOCK OF DAYTON AVE N,-122.352067802,47.65958823
2019-915200,11811579030,10/08/2019 12:00:00 AM,11/07/2019 12:00:00 AM,11/14/2019 06:23:07 AM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,E,G,G2,CENTRAL AREA/SQUIRE PARK,1XX BLOCK OF 26TH AVE,-122.29891464,47.602161
2019-915199,11811578616,11/13/2019 03:30:00 AM,11/13/2019 07:00:00 AM,11/14/2019 06:22:55 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,K,K1,DOWNTOWN COMMERCIAL,11XX BLOCK OF 4TH AVE,-122.333887749,47.60715815
2019-915198,11811578437,11/12/2019 08:00:00 AM,11/13/2019 09:00:00 AM,11/14/2019 06:22:51 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,45XX BLOCK OF BROOKLYN AVE NE,-122.314261919,47.66218831
2019-915197,11811578195,11/10/2019 10:30:00 PM,11/11/2019 04:30:00 PM,11/14/2019 06:22:42 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,UNIVERSITY,50XX BLOCK OF 22ND AVE NE,-122.304533585,47.66567347
2019-423641,11811499657,11/14/2019 12:03:00 AM,,11/14/2019 03:57:44 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SW,F,F3,HIGHLAND PARK,16TH AVE SW / SW HOLDEN ST,-122.355032446,47.53368043
2019-423697,11811477637,11/14/2019 02:20:29 AM,11/14/2019 02:21:00 AM,11/14/2019 03:15:50 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E3,FIRST HILL,14XX BLOCK OF BOREN AVE,-122.328459042,47.61296907
2019-423265,11811463221,11/13/2019 05:00:00 PM,,11/14/2019 02:32:09 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,K,K3,PIONEER SQUARE,2XX BLOCK OF YESLER WAY,-122.33112414,47.60171758
2019-423629,11811449290,11/13/2019 11:30:00 PM,11/14/2019 12:00:00 AM,11/14/2019 02:00:33 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U2,UNIVERSITY,13XX BLOCK OF NE 43RD ST,-122.313746374,47.65980204
